Voltage [V],Concentration [1/cc]
10.0,0.000996189739467738
120.0,0.0009962985900533077
230.0,0.0009960446238528172
340.0,0.0009962623052033183
450.0,0.0009962260216748115
560.0,0.000996334876224826
670.0,0.0009962623052033183
780.0,0.0009964800341271608
890.0,0.0009965163269070503
1000.0,0.0009963711637179223
